"","variable"
"11222",10188
"11223",10189
"11224",10189
"11225",10189
"11226",10189
"11227",10189
"11228",10190
"11229",10191
"11230",10192
"11231",10192
"11232",10194
"11233",10195
"11234",10198
"11235",10198
"11236",10198
"11237",10198
"11238",10198
"11239",10198
"11240",10198
"11241",10199
"11242",10200
"11243",10200
"11244",10200
"11245",10208
"11246",10208
"11247",10208
"11248",10208
"11249",10208
"11250",10208
"11251",10215
"11252",10215
"11253",10215
"11254",10216
"11255",10221
"11256",10221
"11257",10222
"11258",10227
"11259",10227
"11260",10227
"11261",10228
"11262",10228
"11263",10228
"11264",10228
"11265",10228
"11266",10228
"11267",10228
"11268",10228
"11269",10228
"11270",10229
"11271",10229
"11272",10229
"11273",10232
"11274",10233
"11275",10233
"11276",10234
"11277",10240
"11278",10240
"11279",10245
"11280",10246
"11281",10246
"11282",10252
"11283",10252
"11284",10252
"11285",10252
"11286",10252
"11287",10262
"11288",10264
"11289",10266
"11290",10266
"11291",10266
"11292",10267
"11293",10267
"11294",10267
"11295",10272
"11296",10273
"11297",10273
"11298",10273
"11299",10277
"11300",10277
"11301",10277
"11302",10277
"11303",10277
"11304",10278
"11305",10278
"11306",10278
"11307",10278
"11308",10278
"11309",10278
"11310",10278
"11311",10279
"11312",10279
"11313",10279
"11314",10279
"11315",10279
"11316",10279
"11317",10279
"11318",10279
"11319",10279
"11320",10279
"11321",10279
"11322",10279
"11323",10279
"11324",10280
"11325",10280
"11326",10280
"11327",10280
"11328",10280
"11329",10296
"11330",10296
"11331",10296
"11332",10297
"11333",10306
"11334",10313
"11335",10319
"11336",10319
"11337",10319
"11338",10319
"11339",10319
"11340",10319
"11341",10319
"11342",10319
"11343",10319
"11344",10319
"11345",10319
"11346",10320
"11347",10321
"11348",10322
"11349",10323
"11350",10326
"11351",10328
"11352",10328
"11353",10329
"11354",10329
"11355",10332
"11356",10332
"11357",10332
"11358",10332
"11359",10332
"11360",10332
"11361",10333
"11362",10333
"11363",10333
"11364",10333
"11365",10334
"11366",10334
"11367",10334
"11368",10335
"11369",10341
"11370",10341
"11371",10341
"11372",10341
"11373",10341
"11374",10341
"11375",10341
"11376",10342
"11377",10356
"11378",10356
"11379",10357
"11380",10357
"11381",10357
"11382",10357
"11383",10357
"11384",10357
"11385",10357
"11386",10357
"11387",10357
"11388",10357
"11389",10361
"11390",10361
"11391",10361
"11392",10361
"11393",10361
"11394",10361
"11395",10361
"11396",10363
"11397",10363
"11398",10363
"11399",10363
"11400",10363
"11401",10363
"11402",10363
"11403",10364
"11404",10364
"11405",10364
"11406",10364
"11407",10364
"11408",10364
"11409",10364
"11410",10364
"11411",10364
"11412",10364
"11413",10364
"11414",10364
"11415",10364
"11416",10364
"11417",10364
"11418",10364
"11419",10364
"11420",10364
"11421",10364
"11422",10364
"11423",10364
"11424",10364
"11425",10364
"11426",10364
"11427",10364
"11428",10364
"11429",10364
"11430",10364
"11431",10364
"11432",10364
"11433",10364
"11434",10364
"11435",10364
"11436",10364
"11437",10364
"11438",10365
"11439",10368
"11440",10368
"11441",10368
"11442",10368
"11443",10369
"11444",10369
"11445",10369
"11446",10369
"11447",10369
"11448",10369
"11449",10369
"11450",10369
"11451",10369
"11452",10369
"11453",10369
"11454",10369
"11455",10370
"11456",10370
"11457",10370
"11458",10370
"11459",10370
"11460",10370
"11461",10376
"11462",10376
"11463",10376
"11464",10376
"11465",10377
"11466",10377
"11467",10377
"11468",10377
"11469",10393
"11470",10395
"11471",10395
"11472",10401
"11473",10407
"11474",10407
"11475",10407
"11476",10407
"11477",10407
"11478",10407
"11479",10407
"11480",10407
"11481",10407
"11482",10407
"11483",10409
"11484",10410
"11485",10414
"11486",10417
"11487",10433
"11488",10436
"11489",10437
"11490",10437
"11491",10438
"11492",10438
"11493",10438
"11494",10438
"11495",10440
"11496",10440
"11497",10440
"11498",10440
"11499",10442
"11500",10442
"11501",10442
"11502",10442
"11503",10442
"11504",10442
"11505",10443
"11506",10443
"11507",10443
"11508",10444
"11509",10444
"11510",10444
"11511",10444
"11512",10448
"11513",10448
"11514",10448
"11515",10448
"11516",10448
"11517",10448
"11518",10448
"11519",10449
"11520",10449
"11521",10449
"11522",10449
"11523",10449
"11524",10449
"11525",10449
"11526",10449
"11527",10449
"11528",10449
"11529",10449
"11530",10449
"11531",10449
"11532",10449
"11533",10449
"11534",10449
"11535",10449
"11536",10449
"11537",10449
"11538",10449
"11539",10450
"11540",10450
"11541",10450
"11542",10450
"11543",10450
"11544",10450
"11545",10450
"11546",10450
"11547",10450
"11548",10452
"11549",10456
"11550",10456
"11551",10457
"11552",10457
"11553",10457
"11554",10457
"11555",10462
"11556",10466
"11557",10468
"11558",10474
"11559",10493
"11560",10493
"11561",10493
"11562",10493
"11563",10493
"11564",10493
"11565",10493
"11566",10493
"11567",10493
"11568",10495
"11569",10495
"11570",10499
"11571",10499
"11572",10499
"11573",10499
"11574",10499
"11575",10501
"11576",10501
"11577",10501
"11578",10507
"11579",10507
"11580",10507
"11581",10507
"11582",10507
"11583",10507
"11584",10507
"11585",10507
"11586",10507
"11587",10507
"11588",10507
"11589",10507
"11590",10507
"11591",10507
"11592",10507
"11593",10507
"11594",10508
"11595",10508
"11596",10508
"11597",10508
"11598",10508
"11599",10508
"11600",10508
"11601",10508
"11602",10508
"11603",10508
"11604",10508
"11605",10508
"11606",10508
"11607",10508
"11608",10508
"11609",10508
"11610",10508
"11611",10508
"11612",10508
"11613",10508
"11614",10508
"11615",10508
"11616",10508
"11617",10508
"11618",10508
"11619",10508
"11620",10508
"11621",10508
"11622",10508
"11623",10508
"11624",10513
"11625",10517
"11626",10519
"11627",10519
"11628",10523
"11629",10523
"11630",10525
"11631",10525
"11632",10529
"11633",10531
"11634",10531
"11635",10531
"11636",10537
"11637",10537
"11638",10537
"11639",10538
"11640",10538
"11641",10543
"11642",10543
"11643",10543
"11644",10544
"11645",10544
"11646",10544
"11647",10556
"11648",10561
"11649",10561
"11650",10564
"11651",10570
"11652",10574
"11653",10574
"11654",10574
"11655",10575
"11656",10576
"11657",10576
"11658",10576
"11659",10583
"11660",10594
"11661",10595
"11662",10595
"11663",10595
"11664",10595
"11665",10596
"11666",10597
"11667",10597
"11668",10599
"11669",10603
"11670",10603
"11671",10603
"11672",10603
"11673",10603
"11674",10603
"11675",10603
"11676",10604
"11677",10604
"11678",10604
"11679",10604
"11680",10604
"11681",10605
"11682",10605
"11683",10607
"11684",10607
"11685",10607
"11686",10607
"11687",10607
"11688",10607
"11689",10609
"11690",10611
"11691",10614
"11692",10614
"11693",10615
"11694",10616
"11695",10616
"11696",10616
"11697",10616
"11698",10616
"11699",10616
"11700",10616
"11701",10616
"11702",10616
"11703",10616
"11704",10616
"11705",10616
"11706",10616
"11707",10616
"11708",10616
"11709",10616
"11710",10616
"11711",10616
"11712",10616
"11713",10616
"11714",10616
"11715",10616
"11716",10616
"11717",10616
"11718",10616
"11719",10616
"11720",10620
"11721",10624
"11722",10624
"11723",10624
"11724",10624
"11725",10624
"11726",10624
"11727",10624
"11728",10625
"11729",10625
"11730",10625
"11731",10626
"11732",10627
"11733",10627
"11734",10627
"11735",10627
"11736",10627
"11737",10627
"11738",10627
"11739",10628
"11740",10628
"11741",10632
"11742",10633
"11743",10633
"11744",10633
"11745",10633
"11746",10633
"11747",10633
"11748",10633
"11749",10633
"11750",10633
"11751",10633
"11752",10634
"11753",10635
"11754",10641
"11755",10641
"11756",10641
"11757",10641
"11758",10641
"11759",10641
"11760",10641
"11761",10642
"11762",10643
"11763",10643
"11764",10649
"11765",10649
"11766",10669
"11767",10673
"11768",10675
"11769",10675
"11770",10680
"11771",10681
"11772",10681
"11773",10690
"11774",10690
"11775",10694
"11776",10694
"11777",10694
"11778",10694
"11779",10696
"11780",10696
"11781",10696
"11782",10701
"11783",10702
"11784",10702
"11785",10702
"11786",10702
"11787",10702
"11788",10703
"11789",10703
"11790",10703
"11791",10704
"11792",10704
"11793",10706
"11794",10706
"11795",10706
"11796",10706
"11797",10706
"11798",10713
"11799",10714
"11800",10714
"11801",10715
"11802",10715
"11803",10726
"11804",10726
"11805",10726
"11806",10727
"11807",10727
"11808",10728
"11809",10729
"11810",10733
"11811",10733
"11812",10734
"11813",10735
"11814",10735
"11815",10739
"11816",10740
"11817",10740
"11818",10741
"11819",10741
"11820",10741
"11821",10741
"11822",10741
"11823",10741
"11824",10741
"11825",10741
"11826",10741
"11827",10741
"11828",10741
"11829",10741
"11830",10741
"11831",10741
"11832",10741
"11833",10741
"11834",10741
"11835",10741
"11836",10741
"11837",10741
"11838",10741
"11839",10741
"11840",10741
"11841",10741
"11842",10741
"11843",10741
"11844",10741
"11845",10741
"11846",10741
"11847",10741
"11848",10741
"11849",10741
"11850",10741
"11851",10741
"11852",10741
"11853",10741
"11854",10741
"11855",10741
"11856",10741
"11857",10742
"11858",10742
"11859",10743
"11860",10743
"11861",10743
"11862",10743
"11863",10743
"11864",10743
"11865",10743
"11866",10743
"11867",10746
"11868",10747
"11869",10747
"11870",10747
"11871",10747
"11872",10747
"11873",10747
"11874",10748
"11875",10749
"11876",10751
"11877",10751
"11878",10755
"11879",10755
"11880",10757
"11881",10764
"11882",10764
"11883",10764
"11884",10764
"11885",10765
"11886",10765
"11887",10765
"11888",10766
"11889",10767
"11890",10767
"11891",10767
"11892",10767
"11893",10767
"11894",10767
"11895",10767
"11896",10768
"11897",10768
"11898",10770
"11899",10770
"11900",10773
"11901",10775
"11902",10776
"11903",10776
"11904",10776
"11905",10776
"11906",10776
"11907",10777
"11908",10777
"11909",10777
"11910",10778
"11911",10778
"11912",10778
"11913",10778
"11914",10778
"11915",10781
"11916",10781
"11917",10781
"11918",10787
"11919",10788
"11920",10788
"11921",10788
"11922",10789
"11923",10789
"11924",10789
"11925",10789
"11926",10789
"11927",10790
"11928",10790
"11929",10790
"11930",10790
"11931",10790
"11932",10790
"11933",10790
"11934",10790
"11935",10790
"11936",10790
"11937",10790
"11938",10790
"11939",10790
"11940",10796
"11941",10798
"11942",10798
"11943",10798
"11944",10798
"11945",10798
"11946",10798
"11947",10798
"11948",10802
"11949",10802
"11950",10802
"11951",10803
"11952",10803
"11953",10803
"11954",10803
"11955",10804
"11956",10809
"11957",10809
"11958",10810
"11959",10816
"11960",10816
"11961",10816
"11962",10819
"11963",10821
"11964",10821
"11965",10822
"11966",10822
"11967",10824
"11968",10825
"11969",10825
"11970",10825
"11971",10825
"11972",10825
"11973",10826
"11974",10827
"11975",10827
"11976",10827
"11977",10828
"11978",10831
"11979",10833
"11980",10833
"11981",10833
"11982",10833
"11983",10833
"11984",10833
"11985",10834
"11986",10834
"11987",10834
"11988",10834
"11989",10834
"11990",10834
"11991",10834
"11992",10834
"11993",10834
"11994",10834
"11995",10835
"11996",10835
"11997",10835
"11998",10835
"11999",10835
"12000",10843
"12001",10845
"12002",10851
"12003",10856
"12004",10856
"12005",10856
"12006",10856
"12007",10860
"12008",10860
"12009",10862
"12010",10868
"12011",10877
"12012",10889
"12013",10889
"12014",10889
"12015",10890
"12016",10891
"12017",10910
"12018",10910
"12019",10910
"12020",10910
"12021",10910
"12022",10910
"12023",10932
"12024",10946
"12025",10950
"12026",10954
"12027",10956
"12028",10956
"12029",10961
"12030",10961
"12031",10961
"12032",10961
"12033",10963
"12034",10963
"12035",10963
"12036",10964
"12037",10969
"12038",10969
"12039",10969
"12040",10970
"12041",10970
"12042",10971
"12043",10971
"12044",10971
"12045",10971
"12046",10971
"12047",10971
"12048",10971
"12049",10971
"12050",10971
"12051",10971
"12052",10971
"12053",10971
"12054",10971
"12055",10971
"12056",10977
"12057",10977
"12058",10977
"12059",10977
"12060",10977
"12061",10977
"12062",10977
"12063",10977
"12064",10987
"12065",10992
"12066",10993
"12067",10993
"12068",10993
"12069",10995
"12070",10995
"12071",10997
"12072",10997
"12073",11000
"12074",11001
"12075",11002
"12076",11002
"12077",11002
"12078",11002
"12079",11002
"12080",11002
"12081",11002
"12082",11002
"12083",11002
"12084",11002
"12085",11002
"12086",11002
"12087",11002
"12088",11002
"12089",11002
"12090",11006
"12091",11006
"12092",11006
"12093",11006
"12094",11007
"12095",11007
"12096",11007
"12097",11007
"12098",11008
"12099",11008
"12100",11008
"12101",11008
"12102",11008
"12103",11012
"12104",11014
"12105",11014
"12106",11018
"12107",11020
"12108",11020
"12109",11020
"12110",11020
"12111",11020
"12112",11020
"12113",11020
"12114",11021
"12115",11023
"12116",11028
"12117",11028
"12118",11036
"12119",11036
"12120",11036
"12121",11036
"12122",11050
"12123",11050
"12124",11060
"12125",11060
"12126",11061
"12127",11068
"12128",11068
"12129",11068
"12130",11072
"12131",11074
"12132",11074
"12133",11074
"12134",11074
"12135",11074
"12136",11074
"12137",11074
"12138",11075
"12139",11075
"12140",11075
"12141",11076
"12142",11076
"12143",11076
"12144",11076
"12145",11076
"12146",11076
"12147",11076
"12148",11076
"12149",11076
"12150",11076
"12151",11076
"12152",11076
"12153",11076
"12154",11076
"12155",11076
"12156",11076
"12157",11076
"12158",11076
"12159",11076
"12160",11076
"12161",11076
"12162",11094
"12163",11095
"12164",11095
"12165",11095
"12166",11096
"12167",11096
"12168",11096
"12169",11096
"12170",11096
"12171",11100
"12172",11101
"12173",11101
"12174",11101
"12175",11103
"12176",11109
"12177",11109
"12178",11109
"12179",11109
"12180",11109
"12181",11110
"12182",11110
"12183",11110
"12184",11110
"12185",11116
"12186",11116
"12187",11116
"12188",11122
"12189",11124
"12190",11124
"12191",11124
"12192",11124
"12193",11124
"12194",11124
"12195",11125
"12196",11135
"12197",11138
"12198",11139
"12199",11139
"12200",11139
"12201",11139
"12202",11141
"12203",11144
"12204",11152
"12205",11152
"12206",11152
"12207",11152
"12208",11152
"12209",11152
"12210",11152
"12211",11159
"12212",11159
"12213",11159
"12214",11159
"12215",11159
"12216",11167
"12217",11167
"12218",11173
"12219",11173
"12220",11173
"12221",11173
"12222",11173
"12223",11181
"12224",11181
"12225",11181
"12226",11186
"12227",11186
"12228",11187
"12229",11187
"12230",11187
"12231",11187
"12232",11187
"12233",11187
"12234",11189
"12235",11191
"12236",11191
"12237",11191
"12238",11193
"12239",11194
"12240",11195
"12241",11195
"12242",11195
"12243",11195
"12244",11195
"12245",11195
"12246",11200
"12247",11200
"12248",11200
"12249",11200
"12250",11200
"12251",11200
"12252",11200
"12253",11200
"12254",11200
"12255",11200
"12256",11200
"12257",11208
"12258",11208
"12259",11210
"12260",11210
"12261",11216
"12262",11216
"12263",11216
"12264",11224
"12265",11224
"12266",11224
"12267",11224
"12268",11224
"12269",11224
"12270",11235
"12271",11235
"12272",11235
"12273",11235
"12274",11249
"12275",11273
"12276",11273
"12277",11285
"12278",11286
"12279",11289
"12280",11294
"12281",11294
"12282",11294
"12283",11296
"12284",11296
"12285",11300
"12286",11300
"12287",11300
"12288",11301
"12289",11308
"12290",11308
"12291",11311
"12292",11311
"12293",11311
"12294",11314
"12295",11314
"12296",11320
"12297",11325
"12298",11325
"12299",11325
"12300",11330
"12301",11337
"12302",11337
"12303",11337
"12304",11337
"12305",11339
"12306",11339
"12307",11340
"12308",11341
"12309",11341
"12310",11341
"12311",11344
"12312",11345
"12313",11346
"12314",11346
"12315",11346
"12316",11346
"12317",11346
"12318",11347
"12319",11355
"12320",11356
"12321",11365
"12322",11365
"12323",11365
"12324",11365
"12325",11371
"12326",11379
"12327",11379
"12328",11379
"12329",11392
"12330",11393
"12331",11396
"12332",11396
"12333",11396
"12334",11396
"12335",11396
"12336",11396
"12337",11396
"12338",11396
"12339",11396
"12340",11396
"12341",11396
"12342",11396
"12343",11396
"12344",11396
"12345",11396
"12346",11396
"12347",11396
"12348",11396
"12349",11396
"12350",11396
"12351",11396
"12352",11396
"12353",11396
"12354",11396
"12355",11396
"12356",11396
"12357",11396
"12358",11396
"12359",11396
"12360",11396
"12361",11396
"12362",11396
"12363",11396
"12364",11396
"12365",11396
"12366",11396
"12367",11396
"12368",11399
"12369",11402
"12370",11402
"12371",11407
"12372",11408
"12373",11408
"12374",11408
"12375",11414
"12376",11441
"12377",11441
"12378",11441
"12379",11446
"12380",11446
"12381",11446
"12382",11447
"12383",11447
"12384",11447
"12385",11447
"12386",11447
"12387",11447
"12388",11451
"12389",11452
"12390",11454
"12391",11454
"12392",11455
